Student_ID,Gender,Age,Branch,Year,Attendance,Study_Hours,Coding_Hours,Assignment_Score,Internal_Marks,Final_Exam,CGPA,Projects,Certifications,Internship,Extra_Curricular,Placement,Company_Tier,Salary_LPA
STU2561,Female,21,Civil,4,78.0,1.7,2.9,81.0,67.5,64.6,6.72,1,3,Yes,Yes,Yes,Tier 3,7.65
STU2562,Female,20,CSE,2,82.0,2.4,3.7,68.6,66.9,68.5,6.55,0,5,Yes,No,Yes,Tier 3,6.76
STU2563,Male,18,IT,4,82.5,3.2,4.1,77.4,69.9,83.0,6.88,2,5,No,Yes,Yes,Tier 3,6.33
STU2564,Male,23,ECE,3,83.5,3.8,3.7,74.9,80.9,90.6,8.48,1,1,Yes,No,No,Not Placed,0.0
STU2565,Male,19,IT,1,67.8,2.7,0.7,46.3,76.3,52.2,7.17,1,2,No,No,No,Not Placed,0.0
STU2566,Male,23,CSE,4,83.0,3.2,4.6,72.4,82.2,74.5,7.46,1,4,No,No,No,Not Placed,0.0
STU2567,Male,18,ECE,1,72.2,3.3,3.6,47.8,59.3,71.8,6.97,3,4,Yes,Yes,Yes,Tier 3,5.33
STU2568,Male,18,Mechanical,4,93.4,2.7,2.5,80.3,86.1,76.3,7.77,3,2,Yes,Yes,Yes,Tier 3,4.89
STU2569,Female,18,ECE,1,90.3,3.1,2.6,76.4,79.2,64.2,7.07,2,1,Yes,Yes,No,Not Placed,0.0
STU2570,Female,21,CSE,3,91.3,4.5,5.1,65.0,76.0,100.0,8.24,2,3,No,Yes,Yes,Tier 2,11.86
STU2571,Male,22,Mechanical,1,62.3,5.8,3.6,60.8,64.4,100.0,8.41,3,1,No,No,Yes,Tier 2,11.39
STU2572,Female,20,CSE,3,79.6,4.1,2.7,65.0,88.1,69.5,7.72,1,4,Yes,No,Yes,Tier 3,6.74
STU2573,Male,21,CSE,3,81.4,4.0,1.2,68.5,73.5,79.0,7.3,2,4,Yes,No,Yes,Tier 3,6.15
STU2574,Male,21,ECE,4,86.6,3.7,2.2,51.9,84.4,85.5,8.46,1,6,No,Yes,Yes,Tier 2,10.91
STU2575,Male,22,Mechanical,4,89.2,3.3,1.2,64.2,87.9,78.7,8.56,3,1,No,No,Yes,Tier 2,13.93
STU2576,Female,21,IT,4,92.3,4.5,0.0,69.5,88.2,78.2,8.44,1,3,Yes,Yes,Yes,Tier 2,13.57
STU2577,Female,18,ECE,3,63.5,5.0,2.8,50.8,63.1,69.7,6.82,3,2,Yes,No,No,Not Placed,0.0
STU2578,Female,18,IT,2,75.6,2.4,0.0,62.4,69.6,51.1,5.99,0,2,Yes,Yes,No,Not Placed,0.0
STU2579,Male,23,IT,2,82.5,5.0,1.6,65.0,78.4,88.6,7.75,2,5,Yes,No,Yes,Tier 3,7.25
STU2580,Female,19,CSE,3,88.6,5.8,2.0,76.1,74.9,100.0,8.26,2,3,No,No,Yes,Tier 2,8.64
STU2581,Male,21,Civil,3,88.4,2.6,0.3,51.8,72.4,49.6,6.19,3,2,No,Yes,No,Not Placed,0.0
STU2582,Female,19,Mechanical,4,85.8,4.9,4.0,88.1,78.7,100.0,8.91,0,3,No,No,Yes,Tier 2,9.04
STU2583,Male,20,ECE,4,76.9,5.8,2.3,62.4,67.0,92.2,7.15,6,3,Yes,No,Yes,Tier 3,4.8
STU2584,Male,18,ECE,4,77.9,4.7,0.0,65.4,70.5,74.8,7.28,0,0,No,No,No,Not Placed,0.0
STU2585,Female,23,Mechanical,2,77.0,3.6,3.8,72.1,71.3,79.3,7.3,2,5,No,No,No,Not Placed,0.0
STU2586,Female,20,IT,2,74.2,4.7,5.2,79.7,67.7,100.0,7.94,2,4,No,No,Yes,Tier 3,7.64
STU2587,Male,23,CSE,3,74.0,2.8,2.8,61.0,70.0,79.2,7.68,3,2,No,Yes,Yes,Tier 3,5.45
STU2588,Female,22,CSE,2,73.3,3.4,3.4,70.8,68.2,75.4,7.0,0,2,No,No,Yes,Tier 3,6.62
STU2589,Male,18,ECE,4,84.7,2.9,3.0,66.2,93.7,73.8,7.91,2,5,Yes,No,Yes,Tier 3,4.17
STU2590,Female,20,Civil,4,83.0,2.2,3.4,78.2,90.6,66.4,7.92,0,5,Yes,Yes,Yes,Tier 3,6.93
STU2591,Female,22,CSE,4,74.6,3.8,1.7,71.6,68.9,68.0,6.87,3,5,Yes,Yes,No,Not Placed,0.0
STU2592,Female,20,CSE,4,68.3,4.2,1.4,54.0,65.5,74.1,7.63,2,3,No,No,Yes,Tier 3,7.05
STU2593,Female,23,IT,4,79.0,4.6,0.9,73.1,72.7,97.7,7.97,3,6,No,No,Yes,Tier 3,6.98
STU2594,Male,22,Mechanical,1,93.8,1.0,2.7,65.2,83.8,43.2,5.3,0,5,No,Yes,No,Not Placed,0.0
STU2595,Male,22,CSE,3,82.0,4.0,3.5,64.2,75.2,90.7,8.28,2,2,Yes,No,No,Not Placed,0.0
STU2596,Female,18,CSE,3,88.4,3.9,3.4,62.9,79.3,89.4,8.28,1,2,Yes,No,Yes,Tier 2,8.3
STU2597,Male,19,ECE,2,83.4,2.5,1.9,70.9,83.0,66.8,7.77,2,3,Yes,No,Yes,Tier 3,4.39
STU2598,Male,23,ECE,4,81.5,3.3,2.2,77.8,68.8,82.8,7.75,0,1,No,No,No,Not Placed,0.0
STU2599,Male,23,CSE,1,70.2,4.7,2.2,53.7,65.3,94.3,8.53,2,4,Yes,No,Yes,Tier 2,13.2
STU2600,Male,22,CSE,4,78.7,3.9,1.7,71.5,62.8,87.7,7.72,2,4,Yes,Yes,No,Not Placed,0.0
STU2601,Female,22,ECE,4,77.7,3.8,0.0,65.8,70.6,92.6,8.43,1,3,Yes,No,Yes,Tier 2,12.39
STU2602,Male,18,IT,2,93.8,4.9,2.2,68.4,82.2,79.2,8.17,1,4,Yes,Yes,No,Not Placed,0.0
STU2603,Female,19,Civil,1,83.5,6.6,2.1,67.5,77.1,100.0,8.28,3,2,Yes,Yes,Yes,Tier 2,10.55
STU2604,Male,23,ECE,1,92.2,3.5,2.4,80.3,91.1,82.5,8.05,2,3,No,No,Yes,Tier 2,11.88
STU2605,Male,21,CSE,3,91.0,4.1,1.7,82.6,73.5,100.0,8.31,0,1,No,No,No,Not Placed,0.0
STU2606,Male,21,IT,4,75.2,2.7,2.9,68.8,59.5,71.4,7.7,2,1,Yes,Yes,No,Not Placed,0.0
STU2607,Male,19,IT,1,82.0,6.4,6.0,69.8,76.7,100.0,8.28,1,3,Yes,No,No,Not Placed,0.0
STU2608,Male,20,CSE,3,95.5,3.2,3.7,77.7,81.3,80.0,8.01,2,3,No,Yes,No,Not Placed,0.0
STU2609,Female,18,Civil,1,86.5,1.6,1.8,66.7,85.1,63.5,7.34,0,4,Yes,Yes,Yes,Tier 3,4.01
STU2610,Male,19,Mechanical,4,86.0,4.5,2.2,73.1,78.7,89.0,8.21,2,2,No,Yes,Yes,Tier 2,11.02
STU2611,Female,21,CSE,3,89.3,1.9,2.3,62.4,89.9,66.9,7.6,2,3,Yes,No,Yes,Tier 3,4.67
STU2612,Male,22,CSE,1,85.8,5.4,2.7,71.2,76.8,100.0,8.36,3,3,No,Yes,Yes,Tier 2,14.76
STU2613,Male,21,CSE,2,86.4,4.5,2.5,86.1,74.1,95.6,7.8,2,2,No,No,No,Not Placed,0.0
STU2614,Female,22,CSE,1,84.4,2.6,1.8,67.9,82.9,79.4,7.49,2,4,Yes,No,Yes,Tier 3,5.27
STU2615,Male,18,ECE,4,79.3,4.6,1.7,77.6,78.5,100.0,8.85,2,3,No,Yes,Yes,Tier 2,13.58
STU2616,Male,22,IT,2,73.5,3.4,3.5,70.8,66.0,88.7,7.92,0,6,Yes,Yes,Yes,Tier 3,4.51
STU2617,Male,19,Civil,1,67.1,4.3,2.1,73.4,72.9,83.2,7.8,2,0,No,No,Yes,Tier 3,4.72
STU2618,Male,22,CSE,1,79.4,2.3,3.4,43.6,78.2,64.3,7.84,1,3,No,Yes,No,Not Placed,0.0
STU2619,Female,20,ECE,3,85.5,2.2,2.2,73.4,77.3,76.7,8.57,0,2,Yes,No,Yes,Tier 2,12.89
STU2620,Male,19,Civil,4,83.9,4.2,0.0,75.8,85.9,80.7,7.63,3,5,Yes,No,Yes,Tier 3,7.09
STU2621,Female,18,IT,1,87.1,6.1,0.9,79.3,90.2,100.0,9.47,3,0,Yes,Yes,Yes,Tier 1,28.48
STU2622,Female,19,CSE,1,81.0,3.0,0.1,79.2,70.9,89.6,7.43,0,5,No,Yes,Yes,Tier 3,6.78
STU2623,Male,20,CSE,1,100.0,2.9,2.8,85.6,88.9,89.4,8.27,3,2,Yes,Yes,Yes,Tier 2,12.95
STU2624,Female,18,IT,4,98.2,3.4,0.0,80.9,84.7,80.2,8.01,3,2,Yes,Yes,Yes,Tier 2,9.63
STU2625,Male,21,Civil,2,69.9,2.2,1.8,55.8,66.4,51.2,6.58,4,3,No,No,Yes,Tier 3,7.78
STU2626,Female,20,Civil,4,87.3,4.5,1.9,57.8,77.7,94.3,7.8,1,5,Yes,Yes,Yes,Tier 3,6.85
STU2627,Male,18,Civil,3,89.8,4.9,2.1,85.1,65.8,100.0,8.21,2,1,Yes,Yes,Yes,Tier 2,9.24
STU2628,Female,22,Mechanical,3,65.0,4.4,3.8,55.9,76.1,82.2,7.82,5,5,Yes,No,Yes,Tier 3,6.6
STU2629,Male,19,IT,4,83.3,3.6,4.1,68.0,83.0,73.6,7.05,4,5,Yes,Yes,Yes,Tier 3,7.24
STU2630,Male,18,Civil,1,86.1,2.6,1.4,79.6,62.7,81.6,7.52,2,3,No,Yes,Yes,Tier 3,5.85
STU2631,Female,19,Civil,1,82.0,6.3,2.5,69.9,74.5,99.7,8.37,1,3,Yes,No,Yes,Tier 2,10.36
STU2632,Female,22,IT,2,85.1,2.8,1.9,62.5,80.2,62.0,7.31,3,2,Yes,No,No,Not Placed,0.0
STU2633,Male,18,CSE,4,82.6,2.7,3.1,56.8,83.1,68.6,7.25,6,4,Yes,No,Yes,Tier 3,7.44
STU2634,Male,21,ECE,4,87.6,1.6,2.4,70.3,76.7,69.1,7.12,0,3,No,No,No,Not Placed,0.0
STU2635,Female,20,CSE,1,94.4,2.1,3.2,77.7,80.2,71.0,8.36,4,2,Yes,No,Yes,Tier 2,13.98
STU2636,Female,18,CSE,3,88.2,4.2,0.8,79.9,82.0,89.1,7.91,1,2,No,Yes,No,Not Placed,0.0
STU2637,Female,22,Civil,3,91.4,3.3,2.8,74.3,75.3,87.2,7.87,1,1,No,No,Yes,Tier 3,7.14
STU2638,Female,18,Civil,2,73.5,2.8,0.4,65.6,85.1,61.6,7.01,1,4,No,Yes,Yes,Tier 3,4.82
STU2639,Female,19,CSE,2,98.2,2.8,1.3,68.5,84.9,64.6,7.38,2,2,Yes,Yes,No,Not Placed,0.0
STU2640,Female,23,IT,3,84.5,3.2,2.7,79.8,78.8,90.6,8.31,1,2,Yes,Yes,No,Not Placed,0.0
STU2641,Male,18,Mechanical,4,78.9,3.0,0.0,92.5,85.2,76.8,8.31,3,2,No,Yes,No,Not Placed,0.0
STU2642,Male,21,ECE,2,85.3,5.5,0.0,82.3,77.5,91.9,7.98,1,2,Yes,No,Yes,Tier 3,6.24
STU2643,Female,18,IT,1,77.6,3.4,0.8,77.4,84.7,74.8,7.63,2,2,No,Yes,No,Not Placed,0.0
STU2644,Female,20,Mechanical,4,83.1,4.0,1.1,73.5,63.7,95.5,8.03,1,2,Yes,Yes,Yes,Tier 2,11.08
STU2645,Male,18,Civil,1,84.4,3.9,1.2,63.1,86.4,87.7,7.58,1,4,No,No,No,Not Placed,0.0
STU2646,Male,23,Civil,2,76.5,3.9,1.7,60.2,81.5,67.4,7.81,4,1,No,Yes,No,Not Placed,0.0
STU2647,Female,19,IT,3,83.2,3.4,3.0,76.0,60.2,75.4,5.72,2,5,Yes,No,No,Not Placed,0.0
STU2648,Male,18,CSE,2,76.4,3.2,5.4,74.1,70.6,67.1,7.29,2,1,No,No,No,Not Placed,0.0
STU2649,Male,21,Civil,3,76.3,4.6,1.6,59.5,76.4,90.8,9.51,4,3,Yes,Yes,Yes,Tier 1,25.46
STU2650,Male,22,CSE,4,73.9,4.1,3.1,69.3,78.4,75.9,7.83,2,2,Yes,No,Yes,Tier 3,7.58
STU2651,Male,18,Mechanical,2,79.0,2.9,4.4,69.4,85.0,77.3,8.12,1,3,Yes,No,Yes,Tier 2,9.73
STU2652,Male,18,CSE,2,77.6,1.0,4.1,71.6,61.8,54.1,6.26,0,4,Yes,No,No,Not Placed,0.0
STU2653,Male,20,IT,2,85.8,3.1,1.3,75.1,78.5,79.3,7.39,3,6,Yes,Yes,Yes,Tier 3,5.24
STU2654,Male,21,IT,4,90.8,2.2,3.8,78.2,72.9,57.7,7.01,2,4,No,No,No,Not Placed,0.0
STU2655,Female,23,CSE,1,87.3,2.7,4.4,57.5,73.0,72.9,6.74,2,3,Yes,Yes,Yes,Tier 3,4.95
STU2656,Male,22,Civil,1,89.8,2.2,4.8,89.0,86.3,88.9,7.87,3,3,Yes,Yes,No,Not Placed,0.0
STU2657,Female,19,CSE,3,89.1,5.2,4.9,85.3,73.2,100.0,8.21,1,6,Yes,Yes,Yes,Tier 2,13.3
STU2658,Female,18,Civil,2,74.6,5.2,0.8,65.9,72.3,95.5,8.4,3,4,Yes,No,Yes,Tier 2,11.48
STU2659,Male,23,Civil,1,79.3,4.7,2.9,59.2,71.1,70.2,6.65,1,3,Yes,No,No,Not Placed,0.0
STU2660,Female,22,IT,4,96.2,3.4,1.5,82.4,91.1,82.3,8.49,1,1,Yes,No,No,Not Placed,0.0
STU2661,Male,19,Mechanical,2,77.6,3.0,0.5,56.0,59.1,70.1,6.95,0,2,Yes,No,No,Not Placed,0.0
STU2662,Female,23,CSE,3,96.8,2.0,3.2,91.7,93.3,76.9,8.11,4,2,Yes,Yes,Yes,Tier 2,11.33
STU2663,Male,21,Mechanical,1,78.7,4.9,2.8,67.0,86.3,80.1,7.33,0,3,Yes,Yes,No,Not Placed,0.0
STU2664,Female,21,ECE,4,65.6,4.8,2.8,56.3,72.6,91.8,8.42,5,3,Yes,Yes,Yes,Tier 2,11.47
STU2665,Female,22,IT,4,80.0,4.4,1.8,73.7,76.8,97.0,8.29,2,4,No,No,No,Not Placed,0.0
STU2666,Male,19,IT,3,88.8,2.5,6.0,70.1,63.1,76.2,7.11,1,3,No,Yes,No,Not Placed,0.0
STU2667,Male,21,ECE,1,95.3,3.4,4.8,75.2,87.8,75.9,7.67,1,1,Yes,No,Yes,Tier 3,5.23
STU2668,Female,22,Civil,2,70.2,3.7,1.9,57.3,78.2,64.1,6.49,1,5,Yes,Yes,Yes,Tier 3,4.92
STU2669,Female,21,CSE,4,88.6,1.7,2.5,78.7,80.1,62.4,6.7,4,0,No,No,No,Not Placed,0.0
STU2670,Male,21,ECE,3,89.1,5.5,3.2,76.5,74.3,100.0,8.81,5,2,No,Yes,Yes,Tier 2,13.62
STU2671,Female,23,CSE,4,92.4,2.2,4.0,84.2,92.9,66.4,8.28,1,4,No,No,No,Not Placed,0.0
STU2672,Male,23,Mechanical,4,60.6,2.9,3.2,45.3,58.4,54.7,6.36,2,2,No,No,No,Not Placed,0.0
STU2673,Female,21,CSE,1,95.3,1.7,2.7,67.7,91.7,52.4,7.35,2,2,Yes,No,No,Not Placed,0.0
STU2674,Male,20,ECE,1,85.5,3.6,0.4,67.9,82.0,76.6,8.39,1,5,Yes,Yes,Yes,Tier 2,12.41
STU2675,Female,23,CSE,2,85.7,3.5,5.4,81.0,76.5,88.8,8.7,3,5,No,Yes,Yes,Tier 2,13.04
STU2676,Male,19,ECE,4,90.3,5.0,1.6,63.3,99.7,97.1,9.31,2,2,No,No,Yes,Tier 1,19.49
STU2677,Male,22,Mechanical,3,66.0,2.7,4.1,54.5,71.9,54.2,6.29,0,5,Yes,No,Yes,Tier 3,4.69
STU2678,Male,22,Mechanical,4,90.1,2.5,2.5,85.9,84.7,86.0,7.39,1,3,No,No,No,Not Placed,0.0
STU2679,Male,19,Mechanical,3,100.0,3.9,4.4,84.2,89.1,100.0,8.9,0,3,No,No,Yes,Tier 2,9.9
STU2680,Male,19,ECE,4,71.1,1.3,0.5,72.7,73.0,57.1,6.74,3,4,No,No,Yes,Tier 3,7.57
STU2681,Male,19,Civil,3,81.5,5.4,1.5,69.1,75.0,87.5,9.0,4,2,No,No,Yes,Tier 1,20.05
STU2682,Female,19,ECE,4,82.3,2.2,2.3,84.4,82.2,84.3,8.3,2,5,Yes,No,Yes,Tier 2,8.45
STU2683,Male,18,Civil,4,84.9,6.0,1.1,60.1,78.2,100.0,8.63,0,4,Yes,Yes,No,Not Placed,0.0
STU2684,Male,22,ECE,2,85.4,2.8,1.7,70.3,63.1,88.4,7.27,1,3,No,Yes,Yes,Tier 3,5.96
STU2685,Male,18,ECE,1,76.6,2.1,4.4,64.8,66.7,51.9,6.31,1,2,No,Yes,No,Not Placed,0.0
STU2686,Male,21,CSE,1,82.3,4.5,3.3,68.0,85.4,91.3,8.91,1,6,No,No,No,Not Placed,0.0
STU2687,Male,21,ECE,3,96.0,4.4,4.7,67.8,90.1,99.6,8.8,2,4,Yes,No,Yes,Tier 2,10.3
STU2688,Male,22,CSE,4,85.2,4.5,2.6,76.3,69.3,96.9,7.64,1,4,Yes,No,Yes,Tier 3,5.92
STU2689,Male,21,Civil,4,84.9,3.9,2.3,61.9,73.1,62.5,6.55,2,3,Yes,No,No,Not Placed,0.0
STU2690,Male,19,ECE,1,76.3,6.5,0.5,56.3,68.2,86.4,7.16,3,5,No,No,Yes,Tier 3,6.76
STU2691,Male,18,Civil,3,92.7,2.2,4.1,55.2,93.0,74.0,7.67,0,5,Yes,Yes,Yes,Tier 3,7.82
STU2692,Female,19,CSE,2,80.3,5.4,2.3,63.2,62.8,90.7,7.26,5,8,No,No,Yes,Tier 3,7.12
STU2693,Male,21,CSE,2,65.6,1.9,2.8,62.3,62.9,64.0,6.87,3,1,Yes,Yes,Yes,Tier 3,5.98
STU2694,Male,23,Civil,2,85.4,5.8,1.7,74.3,78.3,94.7,8.61,3,1,No,No,Yes,Tier 2,13.41
STU2695,Female,18,IT,4,87.7,4.2,6.0,71.4,67.3,83.1,8.15,1,3,Yes,Yes,Yes,Tier 2,9.68
STU2696,Male,19,IT,3,79.6,5.7,2.7,63.4,75.5,100.0,8.44,2,4,No,No,Yes,Tier 2,13.79
STU2697,Female,22,Civil,1,64.1,4.9,1.4,57.0,58.7,89.8,7.53,2,5,Yes,No,Yes,Tier 3,6.21
STU2698,Male,19,ECE,4,73.1,1.2,0.8,59.8,64.8,48.3,6.21,1,0,Yes,No,No,Not Placed,0.0
STU2699,Female,23,CSE,4,81.1,3.4,3.3,86.0,71.4,93.4,7.85,7,5,Yes,No,Yes,Tier 3,7.25
STU2700,Female,21,Civil,2,78.9,2.3,1.4,58.6,73.0,61.9,6.42,3,1,Yes,No,No,Not Placed,0.0
STU2701,Male,18,CSE,3,85.5,5.6,1.8,65.8,73.2,100.0,8.04,3,2,No,No,Yes,Tier 2,12.01
STU2702,Female,22,Civil,3,86.7,4.8,0.2,72.7,79.1,90.9,8.45,0,2,Yes,No,Yes,Tier 2,10.32
STU2703,Male,18,CSE,2,78.5,4.0,2.6,59.4,84.2,82.1,8.38,0,3,Yes,No,Yes,Tier 2,8.76
STU2704,Male,22,ECE,2,70.8,3.3,2.6,64.3,77.3,91.1,9.12,1,6,No,No,Yes,Tier 1,21.98
STU2705,Female,18,CSE,2,93.6,4.3,5.3,63.4,93.9,86.0,8.05,2,3,No,Yes,Yes,Tier 2,13.16
STU2706,Female,21,Mechanical,4,86.5,2.7,1.7,73.6,77.7,79.3,7.27,3,4,No,No,Yes,Tier 3,5.19
STU2707,Male,22,CSE,4,87.4,4.1,0.0,69.5,78.1,71.8,6.65,6,5,No,Yes,No,Not Placed,0.0
STU2708,Male,20,Mechanical,4,85.1,3.7,2.2,65.8,79.2,81.1,7.88,0,5,Yes,No,Yes,Tier 3,5.18
STU2709,Male,18,IT,1,90.8,2.8,4.5,72.6,68.1,75.9,7.5,3,6,Yes,No,Yes,Tier 3,7.07
STU2710,Male,18,CSE,1,79.0,4.6,3.4,64.1,82.8,78.4,7.57,2,2,No,Yes,Yes,Tier 3,4.75
STU2711,Female,19,Mechanical,3,88.6,6.1,4.1,70.5,76.3,100.0,7.88,3,1,Yes,No,No,Not Placed,0.0
STU2712,Male,22,IT,2,87.3,2.1,3.2,79.1,78.3,68.2,8.08,2,3,No,Yes,Yes,Tier 2,10.85
STU2713,Male,23,CSE,2,87.1,4.9,1.8,87.3,82.0,93.8,8.56,3,4,No,No,No,Not Placed,0.0
STU2714,Male,20,CSE,4,72.4,2.8,0.8,43.2,65.0,55.5,5.88,1,6,No,Yes,No,Not Placed,0.0
STU2715,Male,21,IT,1,83.1,4.5,1.0,68.8,70.6,100.0,8.17,4,2,Yes,No,Yes,Tier 2,12.33
STU2716,Male,19,CSE,2,85.1,3.1,1.6,61.5,80.7,71.9,8.41,3,4,Yes,No,Yes,Tier 2,10.59
STU2717,Female,20,CSE,3,96.2,3.4,3.5,75.2,86.6,84.1,8.54,1,6,Yes,No,Yes,Tier 2,14.75
STU2718,Female,22,CSE,2,82.8,3.6,2.4,73.8,94.7,98.0,8.83,1,3,No,Yes,No,Not Placed,0.0
STU2719,Female,20,ECE,4,90.7,5.4,0.0,94.0,82.3,91.1,7.93,0,6,No,Yes,No,Not Placed,0.0
STU2720,Male,18,ECE,4,70.1,3.7,3.0,61.0,74.3,94.7,8.76,4,4,No,Yes,Yes,Tier 2,14.44
STU2721,Female,18,CSE,1,76.3,3.4,4.3,68.0,91.8,84.0,7.74,4,4,No,Yes,No,Not Placed,0.0
STU2722,Female,19,Civil,3,85.5,3.7,0.1,64.7,80.5,69.5,7.59,3,2,No,No,Yes,Tier 3,7.8
STU2723,Female,22,Civil,3,85.4,6.1,3.3,64.2,81.2,93.2,8.56,4,5,Yes,No,Yes,Tier 2,14.88
STU2724,Male,22,CSE,2,76.3,4.5,0.0,58.9,49.8,90.8,7.77,2,4,Yes,Yes,Yes,Tier 3,7.89
STU2725,Male,20,CSE,3,89.6,3.1,1.2,68.5,76.7,81.5,7.99,2,3,Yes,Yes,Yes,Tier 3,5.26
STU2726,Male,19,Civil,2,80.7,5.6,0.6,65.6,77.0,100.0,8.76,3,4,Yes,No,Yes,Tier 2,11.69
STU2727,Male,22,IT,2,80.5,4.0,3.5,80.6,69.2,82.7,7.72,1,1,Yes,No,Yes,Tier 3,7.14
STU2728,Male,23,IT,1,81.4,2.8,5.0,67.0,77.4,73.4,7.58,3,2,Yes,No,Yes,Tier 3,6.88
STU2729,Male,23,IT,3,92.7,4.3,4.1,80.4,87.1,88.0,9.08,3,4,Yes,Yes,Yes,Tier 1,18.93
STU2730,Male,18,Mechanical,4,90.7,3.6,4.0,77.2,87.7,82.4,8.13,2,2,Yes,No,Yes,Tier 2,10.54
STU2731,Female,20,CSE,2,97.1,1.0,1.1,86.0,82.7,55.1,7.23,5,4,No,No,Yes,Tier 3,7.75
STU2732,Male,21,Mechanical,2,86.4,4.2,3.4,57.3,65.7,75.2,7.02,0,2,Yes,No,No,Not Placed,0.0
STU2733,Male,18,Mechanical,2,97.4,2.5,2.9,81.3,84.4,58.8,6.67,2,3,Yes,No,No,Not Placed,0.0
STU2734,Female,19,ECE,3,83.9,2.3,0.7,73.0,73.6,81.5,7.48,0,4,No,Yes,No,Not Placed,0.0
STU2735,Female,22,Civil,3,81.0,1.5,4.1,68.8,69.4,52.7,6.29,5,3,No,No,Yes,Tier 3,7.73
STU2736,Female,18,CSE,3,78.5,4.0,3.2,76.8,72.0,99.4,7.92,3,2,No,Yes,No,Not Placed,0.0
STU2737,Female,21,ECE,2,80.6,3.6,2.2,68.4,72.5,76.6,6.84,1,4,No,No,No,Not Placed,0.0
STU2738,Male,21,IT,4,81.0,4.9,3.7,76.6,73.8,92.5,8.59,0,3,No,Yes,No,Not Placed,0.0
STU2739,Female,23,IT,4,76.5,2.8,2.7,68.4,69.6,55.5,6.27,2,8,No,Yes,Yes,Tier 3,6.9
STU2740,Male,19,CSE,3,77.3,3.2,4.3,69.5,85.2,92.0,8.32,1,2,No,Yes,Yes,Tier 2,8.05
STU2741,Male,18,IT,4,86.9,6.2,5.3,75.3,80.6,100.0,8.39,1,8,Yes,No,Yes,Tier 2,11.61
STU2742,Male,20,CSE,2,78.1,1.4,2.1,66.4,76.2,49.6,5.54,1,5,No,No,No,Not Placed,0.0
STU2743,Male,18,CSE,3,68.4,5.3,2.1,75.1,72.5,100.0,9.03,3,2,Yes,Yes,Yes,Tier 1,18.15
STU2744,Male,23,CSE,3,68.0,2.9,1.8,71.0,58.0,83.1,6.9,3,3,Yes,Yes,Yes,Tier 3,7.1
STU2745,Female,21,Mechanical,2,65.2,7.5,2.5,60.4,75.7,100.0,8.88,3,0,No,No,Yes,Tier 2,8.57
STU2746,Female,19,CSE,3,70.7,4.7,4.5,65.3,96.4,91.0,8.34,0,3,No,Yes,No,Not Placed,0.0
STU2747,Female,19,ECE,2,72.4,3.0,0.9,68.7,63.5,74.2,7.16,2,3,Yes,Yes,Yes,Tier 3,7.23
STU2748,Male,20,CSE,3,74.2,2.1,0.4,72.3,66.7,60.9,7.02,0,1,Yes,Yes,Yes,Tier 3,5.22
STU2749,Female,19,CSE,4,84.3,4.3,2.9,84.3,72.8,91.9,7.59,2,1,Yes,No,Yes,Tier 3,5.49
STU2750,Female,23,IT,3,71.8,1.5,2.4,71.7,73.3,53.1,6.36,1,6,Yes,No,Yes,Tier 3,6.78
STU2751,Male,23,CSE,3,74.6,4.6,2.8,64.6,71.2,96.6,7.95,0,0,Yes,No,Yes,Tier 3,4.92
STU2752,Female,23,ECE,3,67.3,2.1,0.0,55.5,64.5,72.0,6.83,3,3,Yes,No,Yes,Tier 3,7.37
STU2753,Male,19,IT,1,76.7,2.6,4.8,75.1,78.0,76.5,7.91,1,6,Yes,Yes,Yes,Tier 3,7.72
STU2754,Male,19,Civil,4,87.8,1.0,2.8,75.6,82.0,53.6,7.36,2,4,No,Yes,No,Not Placed,0.0
STU2755,Female,23,Civil,2,81.8,4.0,6.0,62.1,85.7,77.5,7.73,2,3,Yes,No,Yes,Tier 3,7.95
STU2756,Male,19,IT,1,82.7,4.1,3.1,77.3,77.5,92.5,8.33,2,5,No,Yes,Yes,Tier 2,12.85
STU2757,Male,19,Mechanical,4,82.0,3.8,1.9,82.2,75.7,93.6,7.69,0,3,Yes,No,Yes,Tier 3,6.24
STU2758,Female,21,CSE,3,71.7,1.7,2.9,64.5,67.4,60.4,7.63,3,2,No,Yes,Yes,Tier 3,7.56
STU2759,Female,18,ECE,3,78.7,5.5,4.7,80.8,76.2,99.6,8.67,1,3,Yes,Yes,Yes,Tier 2,9.98
STU2760,Male,22,Mechanical,2,83.8,3.6,1.4,77.2,68.6,94.0,8.35,3,1,No,Yes,Yes,Tier 2,11.73
STU2761,Male,19,CSE,2,89.8,3.2,3.4,65.1,88.6,75.6,7.69,1,2,Yes,Yes,Yes,Tier 3,4.87
STU2762,Male,22,CSE,4,84.9,4.8,3.2,75.1,82.5,99.2,9.07,2,2,No,Yes,Yes,Tier 1,19.89
STU2763,Female,22,CSE,4,89.0,3.3,3.4,59.8,81.3,56.1,6.94,3,2,No,No,No,Not Placed,0.0
STU2764,Male,21,IT,2,73.3,4.3,1.1,68.1,68.4,85.3,8.05,0,4,Yes,Yes,Yes,Tier 2,12.92
STU2765,Male,19,ECE,4,70.0,2.9,3.5,55.3,83.1,72.3,7.22,3,4,No,Yes,Yes,Tier 3,4.39
STU2766,Female,23,IT,2,68.0,4.8,3.3,63.9,64.6,80.1,7.41,2,1,Yes,No,Yes,Tier 3,5.94
